SMILES,pIC50
Nc1ncc(C(=O)Nc2ccccc2)c2sc(-c3ccc(N4CCOCC4)cc3)cc12,7.14
CCOC(=O)c1c[nH]c2ncnc(-c3cccc(OCC(F)(F)F)c3)c12,7.14
CC1CCCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)C1,7.14
Cc1ccc(Cl)cc1-n1cc(-c2cc(N)ncn2)cc1C(N)=O,7.14
CCC1(NC(=O)OCc2ccccc2)CCCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)C1,7.14
N#CC1CC(O)(C2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,7.14
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,7.14
Cn1cc(-c2cncc(N=c3[nH]n(C4CCCCC4C#N)cc3C(N)=O)c2)cn1,7.14
COc1ccc(F)cc1-c1c[nH]c2ncnc(-c3ccccc3)c12,7.15
COCC1CCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)CC1,7.15
CN1CCN(c2ccc(Nc3nc4c(Nc5ccccc5CN(C)S(C)(=O)=O)cccn4n3)cc2)CC1,7.15
NC(=O)c1cc(-c2cc(N)ncn2)cn1-c1cc(C(F)(F)F)ccc1Cl,7.15
CC(C)(O)C1CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)C(C#N)C2)C1,7.15
N#CC1CC(N2CCC2)CCC1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,7.16
CC(C)C(C)n1cc(-c2ccn(C)n2)c2n[nH]c(N)c2c1=O,7.16
CC(NC(=O)c1c[nH]c2ncc(Oc3ccccc3)nc12)C1CC1,7.16
Cc1ccc(NC(=O)c2cc(C(F)(F)F)ccn2)cc1N1CCc2nc(Nc3ccc(C(=O)N4CCN(C)CC4)cc3)ncc2C1=O,7.16
CCOc1ccccc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CCS(C)(=O)=O)CC4)nc12,7.16
Cc1ccccc1-c1nn(C)cc1NC(=O)c1cnn2ccc(N)nc12,7.16
N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccccc2)n1,7.16
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)N3CCC(Cc4ccccc4)CC3)cc2)n1,7.17
[C-]#[N+]C1CC(N2CCC2)CCC1n1cc(Nc2ccc(OC(F)F)nc2)c(C(N)=O)c1,7.17
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(C#N)CC2)CC1,7.17
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(C(C)(C)O)CC2)CC1,7.17
Cc1ccc(Cl)cc1-n1cc(-c2ncnn3cccc23)cc1C(N)=O,7.17
CN1CCN(c2cc(Oc3c(F)cccc3F)nc(-n3cnc4ccncc43)n2)CC1,7.17
N#CC1CC(NC(C2CC2)C(F)(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,7.17
CCOC(=O)c1c[nH]c2ncnc(-c3ccc4c(c3)OCO4)c12,7.18
O=C(Nc1nc2cccc(-c3ccc(C(=O)N4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,7.18
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(c3nc(CS(C)(=O)=O)no3)CC2)CC1,7.18
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(Cc3ccccc3)C2)CC1,7.18
CN1CCN(c2cccc(Nc3nc4c(NCc5ccccc5N(C)S(C)(=O)=O)cccn4n3)c2)CC1,7.18
COc1cc(C(F)F)ccc1-c1cccn2nc(Nc3ccc(C4CCNCC4)cc3)nc12,7.18
Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,7.18
N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)nc2)n1,7.19
CC(NC1CCC(n2cc(C(N)=O)c(Nc3ccc(OC(F)(F)F)cc3)n2)C(C#N)C1)C1CC1,7.19
Cc1ccc(C)c(-c2nn(C)cc2NC(=O)c2cnn3cccnc23)c1,7.19
N#CC1CC(NCC2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,7.19
NC(=O)c1cc(-c2ccccc2)sc1Nc1ccccn1,7.19
CCc1ccc(COCC2CCN(S(=O)(=O)CC3CCC(N(C)c4[nH]cnc5nccc4-5)CC3)C2)nc1,7.2
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCCC3(CNC(=O)C3)C2)CC1,7.2
CCNC(C)C1CCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)C1,7.2
COCC(C)(C)N(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,7.2
N#CC1CC(N2CC(O)(C(F)(F)F)C2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,7.21
CCOC(=O)c1cnc2nc[nH]c(C3=CCCCC3)c1-2,7.21
CCOC(=O)c1c[nH]c2ncnc(-c3cccc(OCc4ccccc4)c3)c12,7.21
CCOC(=O)c1c[nH]c2ncnc(-c3cc4ccccc4o3)c12,7.21
CCC1(C(N)=O)CCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)CC1,7.21
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(NC(=O)C(F)(F)F)C2)CC1,7.21
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N1CCc2nc(Nc3ccc(CC(=O)N4CCN(C)CC4)cc3)ncc2C1=O,7.21
CC(C)(C)OC(=O)N1CCC(c2ccc(Nc3nc4c(-c5ccc(C#N)cc5)cccn4n3)cc2)CC1,7.21
CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4ccc5c(c4)CCNCC5)nc23)c(OCC(F)F)c1,7.21
NC(=O)Nc1sc(-c2ccccc2)cc1C(N)=O,7.21
CC1(O)CC(Nc2c(C(N)=O)cnn3cccc23)C(C)(C)C1,7.21
CC1(N)CCC(Nc2c(C(N)=O)cnn3cccc23)C1(C)C,7.21
N#CC1CC(N2CC3(CCC3)C2)CCC1n1cc(C(N)=O)c(Nc2ccccc2)n1,7.21
O=c1cc(-c2nc(-c3ccc(-c4nnn[nH]4)cc3)[nH]c2-c2ccc(F)cc2)cc[nH]1,7.21
CC1CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)C(C#N)C2)C1,7.21
CC(NC1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1)C1CC1,7.21
[C-]#[N+]C1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccc(OC(F)(F)F)cc2)n1,7.21
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(COCC3CC3)CC2)CC1,7.22
COc1ccc(Nc2nc3c(N4CCN(S(C)(=O)=O)CC4)cccn3n2)cc1,7.22
CN1CCN(c2cccc(Nc3nc4c(Nc5cccnc5N(C)S(C)(=O)=O)cccn4n3)c2)CC1,7.22
COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc(C4CCN(CC(=O)N(C)C)CC4)cc3)nc12,7.22
Cn1cc(-c2cc(Nc3nn(C4CCCCC4C#N)cc3C(N)=O)ccn2)cn1,7.22
N#CC1CCCC(F)C1n1cc(C(N)=O)c(Nc2ccccc2)n1,7.22
CC(Nc1cc(N2CCC(O)C2)nc(-n2cnc3ccncc32)n1)c1ccccc1,7.23
[C-]#[N+]C1CC(O)(C2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,7.23
CC1(CNC(=O)C2CCC(n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)C(C#N)C2)COC1,7.23
Cc1ccc(Cl)cc1-c1[nH]c(-c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)cc1C(N)=O,7.23
CN(c1[nH]cnc2nccc1-2)C1CCC(C[SH]2(=O)NC3CCCCC3CO2)CC1,7.23
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)c(F)c3)n2)C(C#N)C1,7.24
CNC(=O)c1cnc(N)c2cc(-c3ccccc3)sc12,7.24
CC(NC(=O)c1c[nH]c2ncc(-c3cnc4cc(Cl)ccn34)nc12)C(=O)N1CC(C#N)C1,7.24
COc1cccc(-c2cccn3nc(Nc4ccc(C5CCNCC5)cc4)nc23)c1OC,7.24
N#CC1CC(C(=O)NC(C2CC2)C(F)(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,7.24
Cc1ccc(Cl)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(=O)NCCO,7.24
N#CC1CC(NCc2ccccc2)CCC1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,7.25
O=c1[nH]c2cnc(-n3cnc4ccc(Cl)cc43)nc2n1C1CCOc2c(F)cccc21,7.25
CC(Nc1cc(-c2cccc(C#N)c2)nc(-n2cnc3ccncc32)n1)c1ccccc1,7.25
CC(NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(Cl)cc(F)c34)nc12)C(=O)N1CC(C#N)C1,7.25
COCC1CCCN1S(=O)(=O)CC1CCC(N(C)c2[nH]cnc3nccc2-3)CC1,7.25
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CC(C)(CO)C(C)(CO)C2)CC1,7.25
CC(C)Oc1ccccc1-c1cccn2nc(Nc3ccc4c(c3)CCNCC4)nc12,7.25
CC(C)CS(=O)(=O)N1CC(C)CC(NC(=O)Nc2cnc3[nH]ccc3n2)C1,7.25
CNC1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,7.25
N#CC1CCC(NCc2ccccc2)CC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,7.26
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCCC(C(F)(F)F)C2)CC1,7.26
CCCS(=O)(=O)CC1CCCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)C1,7.26
CCC1(CO)CCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)C1,7.26
COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,7.26
COc1ccccc1CNc1cccn2nc(Nc3ccncc3)nc12,7.26
N#CC1CC(NCCC(F)(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,7.26
CS(=O)(=O)N1CCc2oc(-c3nc(Nc4ccc(OCCN5CCCC5)cc4)ncc3F)cc2C1,7.26
CCOC(=O)c1cnc2nc[nH]c(-c3cc4ccccc4s3)c1-2,7.27
CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4ccc(C(=O)N5CCOCC5)cc4)nc23)cc1,7.27
COc1cccc(-c2cccc3nc(Nc4ccc(N5CCN(C)CC5)cc4)nn23)c1,7.27
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N1CCc2nc(Nc3ccc(S(=O)(=O)NC4CC4)cc3)ncc2C1,7.27
COc1ccc(C(F)(F)F)cc1-c1cccc2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nn12,7.27
N#CC1CC(NCC(F)F)CCC1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,7.28
CCOC(=O)c1c[nH]c2ncnc(-c3ccc(N)cc3)c12,7.28
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(CC#N)C2)CC1,7.28
CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)N2CCC(c3ccn[nH]3)CC2)C1,7.28
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(Cl)ccc1C(F)(F)F,7.28
N#CC1CC(N2CCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,7.29
CC(Nc1ccnc(-n2cnc3ccncc32)n1)c1ccc(Cl)cc1,7.29
CC(Nc1ccnc(-n2cnc3cnccc32)n1)c1ccccc1,7.29
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCCC(CS(=O)(=O)N(C)C)C2)CC1,7.29
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCCC(C)(CO)C2)CC1,7.29
Cc1ccc(N2CCN(S(=O)(=O)CC3CCC(N(C)c4[nH]cnc5nccc4-5)CC3)CC2)nc1,7.29
CN1CCN(c2ccc(Nc3nc4c(N(C)Cc5ccccc5N(C)S(C)(=O)=O)cccn4n3)cc2)CC1,7.29
C=CC(=O)Nc1cccc(CNc2nc(Nc3cnn(CCOC)c3)ncc2Cl)c1,7.29
CNC1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1,7.29
CNC(=O)OC1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,7.29
N#CC1CC(NCC(F)(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,7.29
Cc1cccc(Nc2ccnc(Nc3ccc(N4CCN(C)CC4)c(C)c3)n2)c1,7.3
CC1(C)CCC(C#N)C(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,7.3
CC(Nc1nc2nncc-2c(Nc2cn(C)cn2)[nH]1)c1ncc(F)cn1,7.3
CN(C)C(=O)COC1CCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)C1,7.3
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CC(S(=O)(=O)CC3CC3)C2)CC1,7.3
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCN(Cc3ccccn3)CC2)CC1,7.3
CC(C)(C)OC(=O)C1CCC(C#N)C(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,7.3
Cn1nc(C2CCCCC2)c2c3cc[nH]c3ncc21,7.3
CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4ccccc4F)c23)CC1,7.3
CC1(C)CN(C2CCC(n3cc(C(N)=O)c(Nc4ccnc(F)c4)n3)C(C#N)C2)C1,7.3
CC(C)(O)C1CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)C(C#N)C2)C1,7.31
Clc1cnc2nc1NCc1cccc(c1)OCc1cccc(c1)N2,7.31
[C-]#[N+]C1CCCCC1n1cc(C(N)=O)c(Nc2ccc(CC(=O)O)cc2)n1,7.31
N#Cc1ccc(N2CCC(Nc3c(C(N)=O)cnc4[nH]ccc34)CC2)cc1,7.31
CC(Nc1nccc(-n2cnc3ccncc32)n1)c1ccccc1,7.31
N#Cc1cncc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)c1,7.31
CCNC(=O)c1cnc(N)c2cc(-c3ccc(N4CCOCC4)cc3)sc12,7.32
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(NC(=O)OC(C)(C)C)C2)CC1,7.32
Cc1ccc(NC(=O)c2cc(C(F)(F)F)ccn2)cc1N1CCc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2C1=O,7.32
COCc1ccccc1-c1cccc2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nn12,7.32
CS(=O)(=O)N1CCCC(NC(=O)Nc2cnc3[nH]ccc3n2)C1,7.32
N#CC1CC(NCC2(O)CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,7.32
COC(C)(C)CNC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,7.32
N#CC1CCC2(CC1n1cc(C(N)=O)c(Nc3ccccc3)n1)OCCO2,7.33
CCOC(=O)c1c[nH]c2ncnc(-c3ccc(-c4ccccc4)cc3)c12,7.33
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCCC(O)(COc3cccc(F)c3)C2)CC1,7.33
Cc1cc(CCC2(O)CCN(S(=O)(=O)CC3CCC(N(C)c4[nH]cnc5nccc4-5)CC3)C2)on1,7.33
COc1cc(F)ccc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,7.33
O=C(Nc1cnc2[nH]ccc2n1)NC1CCCCC1,7.33
CC(C)CS(=O)(=O)N1CCCC(NC(=O)Nc2cnc3[nH]ccc3n2)C1,7.33
N#CC1CC(N2CCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)F)nc2)n1,7.33
O=C(O)CCCOc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,7.33
CS(=O)(=O)c1ccc(-c2cccn3nc(N)nc23)cc1,7.33
CC1(CNC2CCC(n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)C(C#N)C2)COC1,7.33
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(CO)(CCO)C2)CC1,7.34
Cc1ccc(NC(=O)CCC(F)(F)F)cc1N1CCc2nc(Nc3ccc(C(=O)N4CCN(C)CC4)cc3)ncc2C1,7.34
COc1cccc(-c2cccn3nc(Nc4ccc(C5CCN(CC(=O)N(C)C)CC5)cc4)nc23)c1OC,7.34
COc1ccccc1CNc1cccn2nc(Nc3cccc(N4CCN(C)CC4)c3)nc12,7.34
N#Cc1cccc(CN2CCC(Nc3c(C(N)=O)cnc4[nH]ccc34)CC2)c1,7.34
CN(C1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1)S(C)(=O)=O,7.34
Cc1ccc(Cl)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(=O)NC1CCN(C)CC1,7.34
N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,7.34
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(O)C2)CC1,7.35
CNC(=O)C1CCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)CC1,7.35
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCS(=O)(=O)CC2)CC1,7.35
Cc1ccc(NC(=O)c2cccc(C(C)(C)C)c2)cc1N1CCc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2C1=O,7.35
CN1CCN(c2cccc(Nc3nc4c(-c5ccc(N6CCC(N7CCN(C)CC7)CC6)cc5)cccn4n3)c2)CC1,7.35
CCC(C)NC(=O)c1c[nH]c2ncc(C3CC3)nc12,7.35
Cc1ccc(NC(=O)c2cccc(Br)c2)cc1N1CCc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2C1=O,7.36
CN(c1ccccc1CNc1cccn2nc(Nc3ccc(OCCN4CCCC4)cc3)nc12)S(C)(=O)=O,7.36
FC1(F)Oc2cccc(-c3cccn4nc(Nc5ccc6c(c5)CCNCC6)nc34)c2O1,7.36
CN1CCN(c2ccc(Nc3nc4c(OCc5cccc(Cl)c5)cccn4n3)cc2)CC1,7.36
FC(F)COc1ccc(Cl)cc1-c1cccn2nc(Nc3ccc4c(c3)CCNCC4)nc12,7.36
COC1CCN(c2nccc(Nc3cc(NC(=O)c4c(Cl)cccc4Cl)ccn3)n2)CC1,7.36
CNCCNC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(Cl)ccc1C,7.36
CC1CN(C2CCC(n3cc(C(N)=O)c(Nc4ccccc4)n3)C(C#N)C2)C1,7.36
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(CO)CC2)CC1,7.36
CC(NC1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1)C1CC1,7.37
O=C(NC1CCC(O)CC1)c1cnn2ccc(N3CCCC3c3cc(F)ccc3CO)nc12,7.37
CC1CCCN1S(=O)(=O)CC1CCC(N(C)c2[nH]cnc3nccc2-3)CC1,7.37
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCN(c3ncccc3C(=O)NC3CC3)CC2)CC1,7.37
FC(F)(F)c1cccc(-c2cccn3nc(Nc4ccc5c(c4)CCNCC5)nc23)c1,7.37
COc1ccc(Nc2nc3c(NCc4ccccc4OC)cccn3n2)cn1,7.37
CC(NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(C)(C)O,7.37
O=c1[nH]c2cnc3[nH]ccc3c2n1C1CCCCC1,7.37
CCN(C(=O)c1cc2c3c(ncn3C)c(NC)nc2n1CC(O)CO)C(C)C,7.37
Cn1cc(NC(=O)c2cnn3cccnc23)c(-c2cc(Cl)ccc2Cl)n1,7.37
CNc1nccc(-c2cc(C(N)=O)c(-c3cc(Cl)ccc3C)[nH]2)n1,7.37
COCC(C)(C)NC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,7.37
CS(=O)(=O)N1CCc2oc(-c3ccnc(Nc4ccc(N5CCOCC5)cc4)n3)cc2C1,7.37
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(C)(O)CC2)CC1,7.38
COC1CCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)C1,7.38
CN(c1ncccc1CNc1cccn2nc(Nc3ccc(OCCN4CCCC4)cc3)nc12)S(C)(=O)=O,7.38
COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCNC4)nc12,7.38
COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)C4)nc12,7.38
CC1(C)C(O)CCC1Nc1c(C(N)=O)cnn2cccc12,7.38
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2cc(F)cc(Cl)c2)n1,7.38
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(F)c(Cl)c2)n1,7.38
CC(C)(O)CNC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,7.38
Clc1cnc2nc1NCc1cc(ccc1-c1ccccc1)OCCCc1cccc(c1)N2,7.39
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCCC(C)(O)C2)CC1,7.39
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(c3ccccc3)C2)CC1,7.39
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCCC2CN2CCCC2)CC1,7.39
CN1CCC(c2ccc(Nc3nc4c(NCc5cccnc5N(C)S(C)(=O)=O)cccn4n3)cc2)CC1,7.39
NC(=O)c1ccc(N2CCC(Nc3c(C(N)=O)cnc4[nH]ccc34)CC2)nc1,7.39
N#Cc1cnc(N2CCC(Nc3c(C(N)=O)cnc4[nH]ccc34)CC2)cn1,7.39
Cc1ccc(C)c(-c2nn(C)cc2NC(=O)c2cnn3ccc(N)nc23)c1,7.39
CC(C)(CO)NC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,7.39
N#CC1CC(NCC(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(F)c(Cl)c2)n1,7.39
N#CC1CC(N2CCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,7.39
N#Cc1ncc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)cc1F,7.4
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CC(O)C(O)C2)CC1,7.4
Cc1ccc(NC(=O)N2CCCCC2)cc1N1CCc2nc(Nc3ccc(OCCN4CCCC4)cc3)ncc2C1,7.4
Cc1ccc(NC(=O)CCC(F)(F)F)cc1N1CCc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2C1,7.4
CN1CCC(c2ccc(Nc3nc4c(Nc5ccccc5CS(C)(=O)=O)cccn4n3)cc2)CC1,7.4
CN1CCN(c2ccc(C(=O)Nc3[nH]nc4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,7.4
CC1(C)CN(C2CCC(n3cc(C(N)=O)c(Nc4ccccc4)n3)C(C#N)C2)C1,7.4
N#CC1CC(N2CCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(OC(F)(F)F)cc2)n1,7.4
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(C)(O)C2)CC1,7.41
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC2)CC1,7.41
COc1ccccc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,7.41
CC1(C)CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)C(C#N)C2)C1,7.41
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2cncc(Cl)c2)n1,7.41
N#CC1CC(N2CCC2)CCC1n1cc(C(N)=O)c(Nc2ccccc2)n1,7.41
N#CC1CC(NC(C2CC2)C2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,7.41
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(OC(F)F)nc2)n1,7.41
CC1CCC(C#N)C(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,7.42
CC(NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,7.42
COc1ccccc1-c1cccn2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc12,7.42
CN1CCC(c2ccc(Nc3nc4c(NCc5ccccc5N(C)S(C)(=O)=O)cccn4n3)cc2)CC1,7.42
CC(C)(NC1CCC(n2cc(C(N)=O)c(Nc3ccccc3)n2)C(C#N)C1)C1CC1,7.42
CN1CCN(c2ccc(Nc3nccc(-c4cc5c(o4)CCN(S(C)(=O)=O)C5)n3)cc2)CC1,7.42
N#CC1CC(C(=O)NCC(F)(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,7.42
CN(C1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1)C(C)(C)C1CC1,7.42
Cc1cncc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)c1,7.43
N#CC1CC(N2CCC2)CCC1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,7.43
COc1cc(Nc2nc(NC(C)c3ncc(F)cn3)c(F)c(N3CCOCC3)n2)[nH]n1,7.43
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(c3ccccc3F)C2)CC1,7.43
COc1cc(Cl)ccc1-c1cccn2nc(Nc3ccc(C4CCN(CC(=O)N(C)C)CC4)cc3)nc12,7.43
N#CC1CC(N2CC3(CCC3)C2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(O)C(F)(F)F)cc2)n1,7.43
N#CC1CC(N2CC3(CCC3)C2)CCC1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,7.44
[C-]#[N+]C1CCCCC1n1cc(C(N)=O)c(Nc2ccccc2)n1,7.44
N#Cc1ccc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)cc1,7.44
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(F)C2)CC1,7.44
